,lr,p,b0,bi,trunk,R2_1,R2_2,R2_3,R2_4
359,0.001,8,12,4,16,0.984408506,0.979408506,0.974408506,0.972408506
360,0.001,8,12,8,4,0.991955305,0.986955305,0.981955305,0.979955305
361,0.001,8,12,8,8,0.98925596,0.98425596,0.97925596,0.97725596
362,0.001,8,12,8,12,0.986070845,0.981070845,0.976070845,0.974070845
363,0.001,8,12,8,16,0.984555096,0.979555096,0.974555096,0.972555096
364,0.001,8,12,16,4,0.992493478,0.987493478,0.982493478,0.980493478
365,0.001,8,12,16,8,0.992991042,0.987991042,0.982991042,0.980991042
366,0.001,8,12,16,12,0.984755092,0.979755092,0.974755092,0.972755092
367,0.001,8,12,16,16,0.987005043,0.982005043,0.977005043,0.975005043
368,0.001,8,16,2,4,0.991382271,0.986382271,0.981382271,0.979382271
369,0.001,8,16,2,8,0.986025899,0.981025899,0.976025899,0.974025899
370,0.001,8,16,2,12,0.985808666,0.980808666,0.975808666,0.973808666
371,0.001,8,16,2,16,0.991660962,0.986660962,0.981660962,0.979660962
372,0.001,8,16,4,4,0.985709755,0.980709755,0.975709755,0.973709755
373,0.001,8,16,4,8,0.983422456,0.978422456,0.973422456,0.971422456
374,0.001,8,16,4,12,0.987243337,0.982243337,0.977243337,0.975243337
375,0.001,8,16,4,16,0.988358242,0.983358242,0.978358242,0.976358242
376,0.001,8,16,8,4,0.989019757,0.984019757,0.979019757,0.977019757
377,0.001,8,16,8,8,0.987332854,0.982332854,0.977332854,0.975332854
378,0.001,8,16,8,12,0.987090841,0.982090841,0.977090841,0.975090841
379,0.001,8,16,8,16,0.98732967,0.98232967,0.97732967,0.97532967
380,0.001,8,16,16,4,0.985318145,0.980318145,0.975318145,0.973318145
381,0.001,8,16,16,8,0.983073565,0.978073565,0.973073565,0.971073565
382,0.001,8,16,16,12,0.984041195,0.979041195,0.974041195,0.972041195
383,0.001,8,16,16,16,0.984175774,0.979175774,0.974175774,0.972175774
384,0.001,12,4,2,4,0.983223403,0.978223403,0.973223403,0.971223403
385,0.001,12,4,2,8,0.984165251,0.979165251,0.974165251,0.972165251
386,0.001,12,4,2,12,0.986216624,0.981216624,0.976216624,0.974216624
387,0.001,12,4,2,16,0.987579303,0.982579303,0.977579303,0.975579303
388,0.001,12,4,4,4,0.990753212,0.985753212,0.980753212,0.978753212
389,0.001,12,4,4,8,0.992284414,0.987284414,0.982284414,0.980284414
390,0.001,12,4,4,12,0.98755038,0.98255038,0.97755038,0.97555038
391,0.001,12,4,4,16,0.985902432,0.980902432,0.975902432,0.973902432
392,0.001,12,4,8,4,0.990988459,0.985988459,0.980988459,0.978988459
393,0.001,12,4,8,8,0.989713521,0.984713521,0.979713521,0.977713521
394,0.001,12,4,8,12,0.985439736,0.980439736,0.975439736,0.973439736
395,0.001,12,4,8,16,0.988174838,0.983174838,0.978174838,0.976174838
396,0.001,12,4,16,4,0.984049837,0.979049837,0.974049837,0.972049837
397,0.001,12,4,16,8,0.992359079,0.987359079,0.982359079,0.980359079
398,0.001,12,4,16,12,0.983526631,0.978526631,0.973526631,0.971526631
399,0.001,12,4,16,16,0.983380641,0.978380641,0.973380641,0.971380641
400,0.001,12,8,2,4,0.992511592,0.987511592,0.982511592,0.980511592
401,0.001,12,8,2,8,0.984943399,0.979943399,0.974943399,0.972943399
402,0.001,12,8,2,12,0.986344097,0.981344097,0.976344097,0.974344097
403,0.001,12,8,2,16,0.986872357,0.981872357,0.976872357,0.974872357
404,0.001,12,8,4,4,0.986055328,0.981055328,0.976055328,0.974055328
405,0.001,12,8,4,8,0.991355816,0.986355816,0.981355816,0.979355816
406,0.001,12,8,4,12,0.987018421,0.982018421,0.977018421,0.975018421
407,0.001,12,8,4,16,0.991934634,0.986934634,0.981934634,0.979934634
408,0.001,12,8,8,4,0.984277045,0.979277045,0.974277045,0.972277045
409,0.001,12,8,8,8,0.986043242,0.981043242,0.976043242,0.974043242
410,0.001,12,8,8,12,0.983377516,0.978377516,0.973377516,0.971377516
411,0.001,12,8,8,16,0.990442519,0.985442519,0.980442519,0.978442519
412,0.001,12,8,16,4,0.991331802,0.986331802,0.981331802,0.979331802
413,0.001,12,8,16,8,0.985721764,0.980721764,0.975721764,0.973721764
414,0.001,12,8,16,12,0.987529172,0.982529172,0.977529172,0.975529172
415,0.001,12,8,16,16,0.989630854,0.984630854,0.979630854,0.977630854
416,0.001,12,12,2,4,0.98387738,0.97887738,0.97387738,0.97187738
417,0.001,12,12,2,8,0.991250759,0.986250759,0.981250759,0.979250759
418,0.001,12,12,2,12,0.990495093,0.985495093,0.980495093,0.978495093
419,0.001,12,12,2,16,0.992864468,0.987864468,0.982864468,0.980864468
420,0.001,12,12,4,4,0.984675147,0.979675147,0.974675147,0.972675147
421,0.001,12,12,4,8,0.983677081,0.978677081,0.973677081,0.971677081
422,0.001,12,12,4,12,0.992019327,0.987019327,0.982019327,0.980019327
423,0.001,12,12,4,16,0.984885147,0.979885147,0.974885147,0.972885147
424,0.001,12,12,8,4,0.987211965,0.982211965,0.977211965,0.975211965
425,0.001,12,12,8,8,0.985928018,0.980928018,0.975928018,0.973928018
426,0.001,12,12,8,12,0.987310043,0.982310043,0.977310043,0.975310043
427,0.001,12,12,8,16,0.991057244,0.986057244,0.981057244,0.979057244
428,0.001,12,12,16,4,0.992095973,0.987095973,0.982095973,0.980095973
429,0.001,12,12,16,8,0.987678425,0.982678425,0.977678425,0.975678425
430,0.001,12,12,16,12,0.990802644,0.985802644,0.980802644,0.978802644
431,0.001,12,12,16,16,0.986684976,0.981684976,0.976684976,0.974684976
432,0.001,12,16,2,4,0.989477505,0.984477505,0.979477505,0.977477505
433,0.001,12,16,2,8,0.983664711,0.978664711,0.973664711,0.971664711
434,0.001,12,16,2,12,0.988212009,0.983212009,0.978212009,0.976212009
435,0.001,12,16,2,16,0.988586259,0.983586259,0.978586259,0.976586259
436,0.001,12,16,4,4,0.984114093,0.979114093,0.974114093,0.972114093
437,0.001,12,16,4,8,0.986321833,0.981321833,0.976321833,0.974321833
438,0.001,12,16,4,12,0.989630221,0.984630221,0.979630221,0.977630221
439,0.001,12,16,4,16,0.989549604,0.984549604,0.979549604,0.977549604
440,0.001,12,16,8,4,0.985352741,0.980352741,0.975352741,0.973352741
441,0.001,12,16,8,8,0.984143547,0.979143547,0.974143547,0.972143547
442,0.001,12,16,8,12,0.992616829,0.987616829,0.982616829,0.980616829
443,0.001,12,16,8,16,0.988327406,0.983327406,0.978327406,0.976327406
444,0.001,12,16,16,4,0.990976128,0.985976128,0.980976128,0.978976128
445,0.001,12,16,16,8,0.992556345,0.987556345,0.982556345,0.980556345
446,0.001,12,16,16,12,0.988430281,0.983430281,0.978430281,0.976430281
447,0.001,12,16,16,16,0.985783243,0.980783243,0.975783243,0.973783243
448,0.001,16,4,2,4,0.985386429,0.980386429,0.975386429,0.973386429
449,0.001,16,4,2,8,0.98639317,0.98139317,0.97639317,0.97439317
450,0.001,16,4,2,12,0.98705771,0.98205771,0.97705771,0.97505771
451,0.001,16,4,2,16,0.990909367,0.985909367,0.980909367,0.978909367
452,0.001,16,4,4,4,0.983472736,0.978472736,0.973472736,0.971472736
453,0.001,16,4,4,8,0.992830804,0.987830804,0.982830804,0.980830804
454,0.001,16,4,4,12,0.984376711,0.979376711,0.974376711,0.972376711
455,0.001,16,4,4,16,0.988379198,0.983379198,0.978379198,0.976379198
456,0.001,16,4,8,4,0.988744657,0.983744657,0.978744657,0.976744657
457,0.001,16,4,8,8,0.988845921,0.983845921,0.978845921,0.976845921
458,0.001,16,4,8,12,0.990050334,0.985050334,0.980050334,0.978050334
459,0.001,16,4,8,16,0.987381659,0.982381659,0.977381659,0.975381659
460,0.001,16,4,16,4,0.990747339,0.985747339,0.980747339,0.978747339
461,0.001,16,4,16,8,0.988312603,0.983312603,0.978312603,0.976312603
462,0.001,16,4,16,12,0.983229601,0.978229601,0.973229601,0.971229601
463,0.001,16,4,16,16,0.986069612,0.981069612,0.976069612,0.974069612
464,0.001,16,8,2,4,0.984209697,0.979209697,0.974209697,0.972209697
465,0.001,16,8,2,8,0.991594635,0.986594635,0.981594635,0.979594635
466,0.001,16,8,2,12,0.983373717,0.978373717,0.973373717,0.971373717
467,0.001,16,8,2,16,0.983901794,0.978901794,0.973901794,0.971901794
468,0.001,16,8,4,4,0.990415542,0.985415542,0.980415542,0.978415542
469,0.001,16,8,4,8,0.987982356,0.982982356,0.977982356,0.975982356
470,0.001,16,8,4,12,0.983328168,0.978328168,0.973328168,0.971328168
471,0.001,16,8,4,16,0.988502515,0.983502515,0.978502515,0.976502515
472,0.001,16,8,8,4,0.991724054,0.986724054,0.981724054,0.979724054
473,0.001,16,8,8,8,0.98938391,0.98438391,0.97938391,0.97738391
474,0.001,16,8,8,12,0.986167351,0.981167351,0.976167351,0.974167351
475,0.001,16,8,8,16,0.987183958,0.982183958,0.977183958,0.975183958
476,0.001,16,8,16,4,0.99190656,0.98690656,0.98190656,0.97990656
477,0.001,16,8,16,8,0.98369518,0.97869518,0.97369518,0.97169518
478,0.001,16,8,16,12,0.990066688,0.985066688,0.980066688,0.978066688
479,0.001,16,8,16,16,0.984732107,0.979732107,0.974732107,0.972732107
480,0.001,16,12,2,4,0.992340877,0.987340877,0.982340877,0.980340877
481,0.001,16,12,2,8,0.984323796,0.979323796,0.974323796,0.972323796
482,0.001,16,12,2,12,0.985177202,0.980177202,0.975177202,0.973177202
483,0.001,16,12,2,16,0.983587924,0.978587924,0.973587924,0.971587924
484,0.001,16,12,4,4,0.987024357,0.982024357,0.977024357,0.975024357
485,0.001,16,12,4,8,0.990945223,0.985945223,0.980945223,0.978945223
486,0.001,16,12,4,12,0.990688344,0.985688344,0.980688344,0.978688344
487,0.001,16,12,4,16,0.986134989,0.981134989,0.976134989,0.974134989
488,0.001,16,12,8,4,0.985264871,0.980264871,0.975264871,0.973264871
489,0.001,16,12,8,8,0.989278133,0.984278133,0.979278133,0.977278133
490,0.001,16,12,8,12,0.992131954,0.987131954,0.982131954,0.980131954
491,0.001,16,12,8,16,0.988574754,0.983574754,0.978574754,0.976574754
492,0.001,16,12,16,4,0.991257459,0.986257459,0.981257459,0.979257459
493,0.001,16,12,16,8,0.986598724,0.981598724,0.976598724,0.974598724
494,0.001,16,12,16,12,0.987490336,0.982490336,0.977490336,0.975490336
495,0.001,16,12,16,16,0.992766807,0.987766807,0.982766807,0.980766807
496,0.001,16,16,2,4,0.987398515,0.982398515,0.977398515,0.975398515
497,0.001,16,16,2,8,0.988382035,0.983382035,0.978382035,0.976382035
498,0.001,16,16,2,12,0.985003691,0.980003691,0.975003691,0.973003691
499,0.001,16,16,2,16,0.991703351,0.986703351,0.981703351,0.979703351
500,0.001,16,16,4,4,0.991921486,0.986921486,0.981921486,0.979921486
501,0.001,16,16,4,8,0.984043009,0.979043009,0.974043009,0.972043009
502,0.001,16,16,4,12,0.984239706,0.979239706,0.974239706,0.972239706
503,0.001,16,16,4,16,0.987347352,0.982347352,0.977347352,0.975347352
504,0.001,16,16,8,4,0.988745771,0.983745771,0.978745771,0.976745771
505,0.001,16,16,8,8,0.984971402,0.979971402,0.974971402,0.972971402
506,0.001,16,16,8,12,0.985501677,0.980501677,0.975501677,0.973501677
507,0.001,16,16,8,16,0.988806246,0.983806246,0.978806246,0.976806246
508,0.001,16,16,16,4,0.987793694,0.982793694,0.977793694,0.975793694
509,0.001,16,16,16,8,0.989200914,0.984200914,0.979200914,0.977200914
510,0.001,16,16,16,12,0.992438038,0.987438038,0.982438038,0.980438038
511,0.001,16,16,16,16,0.989750329,0.984750329,0.979750329,0.977750329
512,0.01,4,4,2,4,0.985579565,0.980579565,0.975579565,0.973579565
513,0.01,4,4,2,8,0.990639361,0.985639361,0.980639361,0.978639361
514,0.01,4,4,2,12,0.992331568,0.987331568,0.982331568,0.980331568
515,0.01,4,4,2,16,0.989445141,0.984445141,0.979445141,0.977445141
516,0.01,4,4,4,4,0.990707798,0.985707798,0.980707798,0.978707798
517,0.01,4,4,4,8,0.989868738,0.984868738,0.979868738,0.977868738
518,0.01,4,4,4,12,0.989501161,0.984501161,0.979501161,0.977501161
519,0.01,4,4,4,16,0.989108803,0.984108803,0.979108803,0.977108803
520,0.01,4,4,8,4,0.985698563,0.980698563,0.975698563,0.973698563
521,0.01,4,4,8,8,0.99081677,0.98581677,0.98081677,0.97881677
522,0.01,4,4,8,12,0.98803301,0.98303301,0.97803301,0.97603301
523,0.01,4,4,8,16,0.990981163,0.985981163,0.980981163,0.978981163
524,0.01,4,4,16,4,0.983115405,0.978115405,0.973115405,0.971115405
525,0.01,4,4,16,8,0.991112921,0.986112921,0.981112921,0.979112921
526,0.01,4,4,16,12,0.991646093,0.986646093,0.981646093,0.979646093
527,0.01,4,4,16,16,0.988220147,0.983220147,0.978220147,0.976220147
528,0.01,4,8,2,4,0.98767604,0.98267604,0.97767604,0.97567604
529,0.01,4,8,2,8,0.983019217,0.978019217,0.973019217,0.971019217
530,0.01,4,8,2,12,0.992585812,0.987585812,0.982585812,0.980585812
531,0.01,4,8,2,16,0.98415022,0.97915022,0.97415022,0.97215022
532,0.01,4,8,4,4,0.991905036,0.986905036,0.981905036,0.979905036
533,0.01,4,8,4,8,0.986132194,0.981132194,0.976132194,0.974132194
534,0.01,4,8,4,12,0.989438652,0.984438652,0.979438652,0.977438652
535,0.01,4,8,4,16,0.987663483,0.982663483,0.977663483,0.975663483
536,0.01,4,8,8,4,0.984586626,0.979586626,0.974586626,0.972586626
537,0.01,4,8,8,8,0.991282584,0.986282584,0.981282584,0.979282584
538,0.01,4,8,8,12,0.987170168,0.982170168,0.977170168,0.975170168
539,0.01,4,8,8,16,0.98402322,0.97902322,0.97402322,0.97202322
540,0.01,4,8,16,4,0.986877645,0.981877645,0.976877645,0.974877645
541,0.01,4,8,16,8,0.992075124,0.987075124,0.982075124,0.980075124
542,0.01,4,8,16,12,0.988017631,0.983017631,0.978017631,0.976017631
543,0.01,4,8,16,16,0.98631589,0.98131589,0.97631589,0.97431589
544,0.01,4,12,2,4,0.986093882,0.981093882,0.976093882,0.974093882
545,0.01,4,12,2,8,0.987738882,0.982738882,0.977738882,0.975738882
546,0.01,4,12,2,12,0.983419598,0.978419598,0.973419598,0.971419598
547,0.01,4,12,2,16,0.990104251,0.985104251,0.980104251,0.978104251
548,0.01,4,12,4,4,0.987861251,0.982861251,0.977861251,0.975861251
549,0.01,4,12,4,8,0.983158989,0.978158989,0.973158989,0.971158989
550,0.01,4,12,4,12,0.984356475,0.979356475,0.974356475,0.972356475
551,0.01,4,12,4,16,0.986358569,0.981358569,0.976358569,0.974358569
552,0.01,4,12,8,4,0.983465924,0.978465924,0.973465924,0.971465924
553,0.01,4,12,8,8,0.991943513,0.986943513,0.981943513,0.979943513
554,0.01,4,12,8,12,0.987729799,0.982729799,0.977729799,0.975729799
555,0.01,4,12,8,16,0.990301169,0.985301169,0.980301169,0.978301169
556,0.01,4,12,16,4,0.991785154,0.986785154,0.981785154,0.979785154
557,0.01,4,12,16,8,0.991458706,0.986458706,0.981458706,0.979458706
558,0.01,4,12,16,12,0.989680463,0.984680463,0.979680463,0.977680463
559,0.01,4,12,16,16,0.98400528,0.97900528,0.97400528,0.97200528
560,0.01,4,16,2,4,0.992040337,0.987040337,0.982040337,0.980040337
561,0.01,4,16,2,8,0.986586054,0.981586054,0.976586054,0.974586054
562,0.01,4,16,2,12,0.991398915,0.986398915,0.981398915,0.979398915
563,0.01,4,16,2,16,0.986480778,0.981480778,0.976480778,0.974480778
564,0.01,4,16,4,4,0.986379297,0.981379297,0.976379297,0.974379297
565,0.01,4,16,4,8,0.984282897,0.979282897,0.974282897,0.972282897
566,0.01,4,16,4,12,0.992206255,0.987206255,0.982206255,0.980206255
567,0.01,4,16,4,16,0.990013761,0.985013761,0.980013761,0.978013761
568,0.01,4,16,8,4,0.984100219,0.979100219,0.974100219,0.972100219
569,0.01,4,16,8,8,0.987363215,0.982363215,0.977363215,0.975363215
570,0.01,4,16,8,12,0.991321506,0.986321506,0.981321506,0.979321506
571,0.01,4,16,8,16,0.983204415,0.978204415,0.973204415,0.971204415
572,0.01,4,16,16,4,0.9857143,0.9807143,0.9757143,0.9737143
573,0.01,4,16,16,8,0.986064906,0.981064906,0.976064906,0.974064906
574,0.01,4,16,16,12,0.991714067,0.986714067,0.981714067,0.979714067
575,0.01,4,16,16,16,0.992582158,0.987582158,0.982582158,0.980582158
576,0.01,8,4,2,4,0.989476488,0.984476488,0.979476488,0.977476488
577,0.01,8,4,2,8,0.986896722,0.981896722,0.976896722,0.974896722
578,0.01,8,4,2,12,0.985714701,0.980714701,0.975714701,0.973714701
579,0.01,8,4,2,16,0.988275714,0.983275714,0.978275714,0.976275714
580,0.01,8,4,4,4,0.990517638,0.985517638,0.980517638,0.978517638
581,0.01,8,4,4,8,0.989337651,0.984337651,0.979337651,0.977337651
582,0.01,8,4,4,12,0.98708403,0.98208403,0.97708403,0.97508403
583,0.01,8,4,4,16,0.99134442,0.98634442,0.98134442,0.97934442
584,0.01,8,4,8,4,0.990358059,0.985358059,0.980358059,0.978358059
585,0.01,8,4,8,8,0.985341129,0.980341129,0.975341129,0.973341129
586,0.01,8,4,8,12,0.985367924,0.980367924,0.975367924,0.973367924
587,0.01,8,4,8,16,0.992202564,0.987202564,0.982202564,0.980202564
588,0.01,8,4,16,4,0.985395216,0.980395216,0.975395216,0.973395216
589,0.01,8,4,16,8,0.992768804,0.987768804,0.982768804,0.980768804
590,0.01,8,4,16,12,0.984762773,0.979762773,0.974762773,0.972762773
591,0.01,8,4,16,16,0.987188539,0.982188539,0.977188539,0.975188539
592,0.01,8,8,2,4,0.985049575,0.980049575,0.975049575,0.973049575
593,0.01,8,8,2,8,0.988364469,0.983364469,0.978364469,0.976364469
594,0.01,8,8,2,12,0.988589477,0.983589477,0.978589477,0.976589477
595,0.01,8,8,2,16,0.992600673,0.987600673,0.982600673,0.980600673
596,0.01,8,8,4,4,0.988383589,0.983383589,0.978383589,0.976383589
597,0.01,8,8,4,8,0.984464084,0.979464084,0.974464084,0.972464084
598,0.01,8,8,4,12,0.991354739,0.986354739,0.981354739,0.979354739
599,0.01,8,8,4,16,0.984176593,0.979176593,0.974176593,0.972176593
600,0.01,8,8,8,4,0.985922389,0.980922389,0.975922389,0.973922389
601,0.01,8,8,8,8,0.985764741,0.980764741,0.975764741,0.973764741
602,0.01,8,8,8,12,0.992182948,0.987182948,0.982182948,0.980182948
603,0.01,8,8,8,16,0.985733462,0.980733462,0.975733462,0.973733462
604,0.01,8,8,16,4,0.988744924,0.983744924,0.978744924,0.976744924
605,0.01,8,8,16,8,0.991105704,0.986105704,0.981105704,0.979105704
606,0.01,8,8,16,12,0.992545144,0.987545144,0.982545144,0.980545144
607,0.01,8,8,16,16,0.988321206,0.983321206,0.978321206,0.976321206
608,0.01,8,12,2,4,0.992205928,0.987205928,0.982205928,0.980205928
609,0.01,8,12,2,8,0.984515473,0.979515473,0.974515473,0.972515473
610,0.01,8,12,2,12,0.987174939,0.982174939,0.977174939,0.975174939
611,0.01,8,12,2,16,0.98521859,0.98021859,0.97521859,0.97321859
612,0.01,8,12,4,4,0.992279509,0.987279509,0.982279509,0.980279509
613,0.01,8,12,4,8,0.989457928,0.984457928,0.979457928,0.977457928
614,0.01,8,12,4,12,0.991152552,0.986152552,0.981152552,0.979152552
615,0.01,8,12,4,16,0.985111855,0.980111855,0.975111855,0.973111855
616,0.01,8,12,8,4,0.98661998,0.98161998,0.97661998,0.97461998
617,0.01,8,12,8,8,0.986084655,0.981084655,0.976084655,0.974084655
618,0.01,8,12,8,12,0.991297689,0.986297689,0.981297689,0.979297689
619,0.01,8,12,8,16,0.98816953,0.98316953,0.97816953,0.97616953
620,0.01,8,12,16,4,0.986674584,0.981674584,0.976674584,0.974674584
621,0.01,8,12,16,8,0.992963751,0.987963751,0.982963751,0.980963751
622,0.01,8,12,16,12,0.991507128,0.986507128,0.981507128,0.979507128
623,0.01,8,12,16,16,0.987794021,0.982794021,0.977794021,0.975794021
624,0.01,8,16,2,4,0.991575241,0.986575241,0.981575241,0.979575241
625,0.01,8,16,2,8,0.984650955,0.979650955,0.974650955,0.972650955
626,0.01,8,16,2,12,0.99033759,0.98533759,0.98033759,0.97833759
627,0.01,8,16,2,16,0.983462829,0.978462829,0.973462829,0.971462829
628,0.01,8,16,4,4,0.985099273,0.980099273,0.975099273,0.973099273
629,0.01,8,16,4,8,0.992308198,0.987308198,0.982308198,0.980308198
630,0.01,8,16,4,12,0.990066458,0.985066458,0.980066458,0.978066458
631,0.01,8,16,4,16,0.988550799,0.983550799,0.978550799,0.976550799
632,0.01,8,16,8,4,0.988849737,0.983849737,0.978849737,0.976849737
633,0.01,8,16,8,8,0.989048506,0.984048506,0.979048506,0.977048506
634,0.01,8,16,8,12,0.985150859,0.980150859,0.975150859,0.973150859
635,0.01,8,16,8,16,0.985818892,0.980818892,0.975818892,0.973818892
636,0.01,8,16,16,4,0.983494863,0.978494863,0.973494863,0.971494863
637,0.01,8,16,16,8,0.989517252,0.984517252,0.979517252,0.977517252
638,0.01,8,16,16,12,0.990285672,0.985285672,0.980285672,0.978285672
639,0.01,8,16,16,16,0.989049154,0.984049154,0.979049154,0.977049154
640,0.01,12,4,2,4,0.983062499,0.978062499,0.973062499,0.971062499
641,0.01,12,4,2,8,0.991840697,0.986840697,0.981840697,0.979840697
642,0.01,12,4,2,12,0.991230062,0.986230062,0.981230062,0.979230062
643,0.01,12,4,2,16,0.983865146,0.978865146,0.973865146,0.971865146
644,0.01,12,4,4,4,0.986345147,0.981345147,0.976345147,0.974345147
645,0.01,12,4,4,8,0.985594806,0.980594806,0.975594806,0.973594806
646,0.01,12,4,4,12,0.988367465,0.983367465,0.978367465,0.976367465
647,0.01,12,4,4,16,0.983229768,0.978229768,0.973229768,0.971229768
648,0.01,12,4,8,4,0.992669315,0.987669315,0.982669315,0.980669315
649,0.01,12,4,8,8,0.984647282,0.979647282,0.974647282,0.972647282
650,0.01,12,4,8,12,0.987138104,0.982138104,0.977138104,0.975138104
651,0.01,12,4,8,16,0.988783185,0.983783185,0.978783185,0.976783185
652,0.01,12,4,16,4,0.992448836,0.987448836,0.982448836,0.980448836
653,0.01,12,4,16,8,0.985015341,0.980015341,0.975015341,0.973015341
654,0.01,12,4,16,12,0.987314782,0.982314782,0.977314782,0.975314782
655,0.01,12,4,16,16,0.984584705,0.979584705,0.974584705,0.972584705
656,0.01,12,8,2,4,0.991930531,0.986930531,0.981930531,0.979930531
657,0.01,12,8,2,8,0.989478862,0.984478862,0.979478862,0.977478862
658,0.01,12,8,2,12,0.984108619,0.979108619,0.974108619,0.972108619
659,0.01,12,8,2,16,0.989866957,0.984866957,0.979866957,0.977866957
660,0.01,12,8,4,4,0.988219202,0.983219202,0.978219202,0.976219202
661,0.01,12,8,4,8,0.987626197,0.982626197,0.977626197,0.975626197
662,0.01,12,8,4,12,0.987363447,0.982363447,0.977363447,0.975363447
663,0.01,12,8,4,16,0.991404628,0.986404628,0.981404628,0.979404628
664,0.01,12,8,8,4,0.989478031,0.984478031,0.979478031,0.977478031
665,0.01,12,8,8,8,0.983146862,0.978146862,0.973146862,0.971146862
666,0.01,12,8,8,12,0.985904273,0.980904273,0.975904273,0.973904273
667,0.01,12,8,8,16,0.98555706,0.98055706,0.97555706,0.97355706
668,0.01,12,8,16,4,0.984459617,0.979459617,0.974459617,0.972459617
669,0.01,12,8,16,8,0.991592277,0.986592277,0.981592277,0.979592277
670,0.01,12,8,16,12,0.986462462,0.981462462,0.976462462,0.974462462
671,0.01,12,8,16,16,0.990566636,0.985566636,0.980566636,0.978566636
672,0.01,12,12,2,4,0.987946266,0.982946266,0.977946266,0.975946266
673,0.01,12,12,2,8,0.987042058,0.982042058,0.977042058,0.975042058
674,0.01,12,12,2,12,0.99289052,0.98789052,0.98289052,0.98089052
675,0.01,12,12,2,16,0.991367167,0.986367167,0.981367167,0.979367167
676,0.01,12,12,4,4,0.988798037,0.983798037,0.978798037,0.976798037
677,0.01,12,12,4,8,0.99272558,0.98772558,0.98272558,0.98072558
678,0.01,12,12,4,12,0.990748671,0.985748671,0.980748671,0.978748671
679,0.01,12,12,4,16,0.991580895,0.986580895,0.981580895,0.979580895
680,0.01,12,12,8,4,0.987589765,0.982589765,0.977589765,0.975589765
681,0.01,12,12,8,8,0.985644602,0.980644602,0.975644602,0.973644602
682,0.01,12,12,8,12,0.983643454,0.978643454,0.973643454,0.971643454
683,0.01,12,12,8,16,0.986917488,0.981917488,0.976917488,0.974917488
684,0.01,12,12,16,4,0.985208009,0.980208009,0.975208009,0.973208009
685,0.01,12,12,16,8,0.9877783,0.9827783,0.9777783,0.9757783
686,0.01,12,12,16,12,0.989841899,0.984841899,0.979841899,0.977841899
687,0.01,12,12,16,16,0.989086711,0.984086711,0.979086711,0.977086711
688,0.01,12,16,2,4,0.989479311,0.984479311,0.979479311,0.977479311
689,0.01,12,16,2,8,0.989289582,0.984289582,0.979289582,0.977289582
690,0.01,12,16,2,12,0.991687975,0.986687975,0.981687975,0.979687975
691,0.01,12,16,2,16,0.985669296,0.980669296,0.975669296,0.973669296
692,0.01,12,16,4,4,0.986316665,0.981316665,0.976316665,0.974316665
693,0.01,12,16,4,8,0.991041684,0.986041684,0.981041684,0.979041684
694,0.01,12,16,4,12,0.990903466,0.985903466,0.980903466,0.978903466
695,0.01,12,16,4,16,0.985408579,0.980408579,0.975408579,0.973408579
696,0.01,12,16,8,4,0.992122962,0.987122962,0.982122962,0.980122962
697,0.01,12,16,8,8,0.988490144,0.983490144,0.978490144,0.976490144
698,0.01,12,16,8,12,0.983354587,0.978354587,0.973354587,0.971354587
699,0.01,12,16,8,16,0.991407604,0.986407604,0.981407604,0.979407604
700,0.01,12,16,16,4,0.991091255,0.986091255,0.981091255,0.979091255
701,0.01,12,16,16,8,0.984183597,0.979183597,0.974183597,0.972183597
702,0.01,12,16,16,12,0.988693871,0.983693871,0.978693871,0.976693871
703,0.01,12,16,16,16,0.987643029,0.982643029,0.977643029,0.975643029
704,0.01,16,4,2,4,0.98726286,0.98226286,0.97726286,0.97526286
705,0.01,16,4,2,8,0.99054541,0.98554541,0.98054541,0.97854541
706,0.01,16,4,2,12,0.985678691,0.980678691,0.975678691,0.973678691
707,0.01,16,4,2,16,0.991938699,0.986938699,0.981938699,0.979938699
708,0.01,16,4,4,4,0.986982238,0.981982238,0.976982238,0.974982238
709,0.01,16,4,4,8,0.985248815,0.980248815,0.975248815,0.973248815
710,0.01,16,4,4,12,0.992837182,0.987837182,0.982837182,0.980837182
711,0.01,16,4,4,16,0.990151542,0.985151542,0.980151542,0.978151542
712,0.01,16,4,8,4,0.989407062,0.984407062,0.979407062,0.977407062
713,0.01,16,4,8,8,0.992439671,0.987439671,0.982439671,0.980439671
714,0.01,16,4,8,12,0.992778095,0.987778095,0.982778095,0.980778095
715,0.01,16,4,8,16,0.984181569,0.979181569,0.974181569,0.972181569
716,0.01,16,4,16,4,0.987536941,0.982536941,0.977536941,0.975536941
717,0.01,16,4,16,8,0.990814694,0.985814694,0.980814694,0.978814694
718,0.01,16,4,16,12,0.990878268,0.985878268,0.980878268,0.978878268
719,0.01,16,4,16,16,0.988722668,0.983722668,0.978722668,0.976722668
720,0.01,16,8,2,4,0.983169764,0.978169764,0.973169764,0.971169764
721,0.01,16,8,2,8,0.98804346,0.98304346,0.97804346,0.97604346
722,0.01,16,8,2,12,0.987993061,0.982993061,0.977993061,0.975993061
723,0.01,16,8,2,16,0.988172992,0.983172992,0.978172992,0.976172992
724,0.01,16,8,4,4,0.992635099,0.987635099,0.982635099,0.980635099
725,0.01,16,8,4,8,0.985880133,0.980880133,0.975880133,0.973880133
